image_path,steering
images/frame_20250324_154806_384479.jpg,0.000000
images/frame_20250324_154807_451538.jpg,0.000000
images/frame_20250324_154905_772509.jpg,0.300000
images/frame_20250324_154906_472916.jpg,0.300000
images/frame_20250324_154907_472119.jpg,0.300000
images/frame_20250324_154910_937711.jpg,0.600000
images/frame_20250324_154912_172968.jpg,0.600000
images/frame_20250324_154913_171922.jpg,0.600000
images/frame_20250324_154914_171493.jpg,0.600000
images/frame_20250324_154914_971326.jpg,0.600000
images/frame_20250324_154915_870916.jpg,0.600000
images/frame_20250324_154916_838655.jpg,0.600000
images/frame_20250324_154917_772202.jpg,0.600000
images/frame_20250324_154918_702996.jpg,0.600000
images/frame_20250324_154919_736312.jpg,0.600000
images/frame_20250324_154921_603928.jpg,0.600000
images/frame_20250324_154923_502904.jpg,0.800000
images/frame_20250324_154924_435069.jpg,0.800000
images/frame_20250324_154925_368879.jpg,0.800000
images/frame_20250324_154926_201880.jpg,0.800000
images/frame_20250324_154927_235798.jpg,0.800000
images/frame_20250324_154928_235319.jpg,0.800000
images/frame_20250324_154932_467578.jpg,0.400000
images/frame_20250324_154933_234342.jpg,0.400000
images/frame_20250324_154934_167064.jpg,0.400000
images/frame_20250324_154934_634249.jpg,0.400000
images/frame_20250324_154935_466945.jpg,0.400000
images/frame_20250324_154937_066604.jpg,0.600000
images/frame_20250324_154937_533478.jpg,0.600000
images/frame_20250324_154938_266813.jpg,0.600000
images/frame_20250324_154939_032618.jpg,0.600000
images/frame_20250324_154939_966036.jpg,0.600000
images/frame_20250324_154940_599352.jpg,0.600000
images/frame_20250324_154945_498458.jpg,0.600000
images/frame_20250324_154946_298399.jpg,0.600000
images/frame_20250324_154949_131062.jpg,0.400000
images/frame_20250324_154949_897581.jpg,0.400000
images/frame_20250324_154955_630207.jpg,0.000000
images/frame_20250324_154956_496493.jpg,0.000000
images/frame_20250324_154957_395363.jpg,0.000000
images/frame_20250324_154959_628535.jpg,0.000000
images/frame_20250324_155001_062008.jpg,0.000000
images/frame_20250324_155002_227614.jpg,0.000000
images/frame_20250324_155003_128403.jpg,0.000000
images/frame_20250324_155006_994196.jpg,0.000000
images/frame_20250324_155007_894173.jpg,0.000000
images/frame_20250324_155008_627235.jpg,0.000000
images/frame_20250324_155009_493191.jpg,0.000000
images/frame_20250324_155010_395466.jpg,0.000000
images/frame_20250324_155014_927316.jpg,0.600000
images/frame_20250324_155026_256171.jpg,0.300000
images/frame_20250324_155027_223311.jpg,0.300000
images/frame_20250324_155028_190047.jpg,0.300000
images/frame_20250324_155028_989578.jpg,0.300000
images/frame_20250324_155029_822666.jpg,0.300000
images/frame_20250324_155032_189035.jpg,0.500000
images/frame_20250324_155038_255164.jpg,0.700000
images/frame_20250324_155039_122508.jpg,0.700000
images/frame_20250324_155040_454354.jpg,0.700000
images/frame_20250324_155041_320575.jpg,0.700000
images/frame_20250324_155042_686782.jpg,0.700000
images/frame_20250324_155046_453393.jpg,1.000000
images/frame_20250324_155047_251760.jpg,1.000000
images/frame_20250324_155048_385849.jpg,1.000000
